mirna	target_gene	mirna_gene_id	target_gene_id	mirna_chr	target_gene_chr
MIR331	TUBB4B	ENSG00000199172	ENSG00000188229	chr12	chr9
MIR128	TUBB4B	ENSG00000207654	ENSG00000188229	chr2	chr9
MIR128	TUBB4B	ENSG00000207625	ENSG00000188229	chr3	chr9
MIR320A	TUBB4B	ENSG00000208037	ENSG00000188229	chr8	chr9
MIR181A	TUBB4B	NA	ENSG00000188229	NA	chr9
MIR196A	TUBB4B	NA	ENSG00000188229	NA	chr9
MIR23A	TUBB4B	ENSG00000207980	ENSG00000188229	chr19	chr9
MIR151A	TUBB4B	ENSG00000254324	ENSG00000188229	chr8	chr9
MIR17	TUBB4B	ENSG00000284536	ENSG00000188229	chr13	chr9
MIR17	FAM166A	ENSG00000284536	ENSG00000188163	chr13	chr9
MIR1226	FAM166A	ENSG00000221585	ENSG00000188163	chr3	chr9
MIR1226	TUBB4B	ENSG00000221585	ENSG00000188229	chr3	chr9
MIR20A	FAM166A	ENSG00000283762	ENSG00000188163	chr13	chr9
MIR20A	TUBB4B	ENSG00000283762	ENSG00000188229	chr13	chr9
MIR26A	FAM166A	NA	ENSG00000188163	NA	chr9
MIR26A	TUBB4B	NA	ENSG00000188229	NA	chr9
MIR301A	FAM166A	ENSG00000207996	ENSG00000188163	chr17	chr9
MIR301A	TUBB4B	ENSG00000207996	ENSG00000188229	chr17	chr9
MIR106B	FAM166A	ENSG00000208036	ENSG00000188163	chr7	chr9
NA	FAM166A	NA	ENSG00000188163	NA	chr9
NA	DPH7	NA	ENSG00000148399	NA	chr9
MIR615	DPH7	ENSG00000207571	ENSG00000148399	chr12	chr9
MIR1307	EHMT1	ENSG00000283867	ENSG00000181090	chr10	chr9
NA	EHMT1	NA	ENSG00000181090	NA	chr9
MIR484	EHMT1	ENSG00000283736	ENSG00000181090	chr16	chr9
MIR615	EHMT1	ENSG00000207571	ENSG00000181090	chr12	chr9
MIR19A	ZMYND11	ENSG00000284204	ENSG00000015171	chr13	chr10
NA	ZMYND11	NA	ENSG00000015171	NA	chr10
MIR125B	ZMYND11	NA	ENSG00000015171	NA	chr10
MIR222	ZMYND11	ENSG00000207725	ENSG00000015171	chrX	chr10
MIR27B	ZMYND11	ENSG00000207864	ENSG00000015171	chr9	chr10
MIR30C	LARP4B	NA	ENSG00000107929	NA	chr10
NA	LARP4B	NA	ENSG00000107929	NA	chr10
MIR20A	LARP4B	ENSG00000283762	ENSG00000107929	chr13	chr10
MIR106B	LARP4B	ENSG00000208036	ENSG00000107929	chr7	chr10
MIR93	LARP4B	ENSG00000207757	ENSG00000107929	chr7	chr10
MIR17	LARP4B	ENSG00000284536	ENSG00000107929	chr13	chr10
MIR192	LARP4B	ENSG00000283926	ENSG00000107929	chr11	chr10
MIR92A	GTPBP4	NA	ENSG00000107937	NA	chr10
NA	GTPBP4	NA	ENSG00000107937	NA	chr10
MIR624	IDI2-AS1	ENSG00000207952	NA	chr14	NA
NA	IDI2-AS1	NA	NA	NA	NA
MIR21	IDI1	ENSG00000284190	ENSG00000067064	chr17	chr10
MIR21	IDI2-AS1	ENSG00000284190	NA	chr17	NA
NA	IDI1	NA	ENSG00000067064	NA	chr10
NA	WDR37	NA	ENSG00000047056	NA	chr10
MIR30B	WDR37	ENSG00000207582	ENSG00000047056	chr8	chr10
MIR92A	WDR37	NA	ENSG00000047056	NA	chr10
MIR130A	WDR37	ENSG00000208009	ENSG00000047056	chr11	chr10
MIR92A	PITRM1	NA	ENSG00000107959	NA	chr10
MIR92A	PITRM1	NA	ENSG00000237399	NA	chr10
MIR93	PITRM1	ENSG00000207757	ENSG00000107959	chr7	chr10
MIR93	PITRM1	ENSG00000207757	ENSG00000237399	chr7	chr10
MIR574	RP11-195B3.1	ENSG00000207944	NA	chr4	NA
MIR574	RP11-482E14.1	ENSG00000207944	NA	chr4	NA
NA	RP11-195B3.1	NA	NA	NA	NA
NA	RP11-482E14.1	NA	NA	NA	NA
MIR4455	RP11-195B3.1	ENSG00000263458	NA	chr4	NA
MIR4455	RP11-482E14.1	ENSG00000263458	NA	chr4	NA
MIR106B	KLF6	ENSG00000208036	ENSG00000067082	chr7	chr10
NA	KLF6	NA	ENSG00000067082	NA	chr10
MIR19A	KLF6	ENSG00000284204	ENSG00000067082	chr13	chr10
MIR148B	KLF6	ENSG00000199122	ENSG00000067082	chr12	chr10
NA	NET1	NA	ENSG00000173848	NA	chr10
MIR19B	NET1	NA	ENSG00000173848	NA	chr10
MIR320A	NET1	ENSG00000208037	ENSG00000173848	chr8	chr10
MIR483	NET1	ENSG00000207805	ENSG00000173848	chr11	chr10
MIR27A	NET1	ENSG00000207808	ENSG00000173848	chr19	chr10
NA	FAM208B	NA	NA	NA	NA
MIR1269A	FAM208B	ENSG00000221563	NA	chr4	NA
MIR15A	GDI2	ENSG00000283785	ENSG00000057608	chr13	chr10
NA	GDI2	NA	ENSG00000057608	NA	chr10
MIR21	GDI2	ENSG00000284190	ENSG00000057608	chr17	chr10
MIR20A	GDI2	ENSG00000283762	ENSG00000057608	chr13	chr10
MIR222	GDI2	ENSG00000207725	ENSG00000057608	chrX	chr10
MIR328	GDI2	ENSG00000207948	ENSG00000057608	chr16	chr10
MIR30C	GDI2	NA	ENSG00000057608	NA	chr10
MIR7	RBM17	ENSG00000284179	ENSG00000134453	chr9	chr10
MIR7	RBM17	ENSG00000207703	ENSG00000134453	chr15	chr10
MIR7	RBM17	ENSG00000176840	ENSG00000134453	chr19	chr10
MIR7	RBM17	ENSG00000207630	ENSG00000134453	chr19	chr10
NA	RBM17	NA	ENSG00000134453	NA	chr10
MIR21	SFMBT2	ENSG00000284190	ENSG00000198879	chr17	chr10
MIR25	SFMBT2	ENSG00000207547	ENSG00000198879	chr7	chr10
MIR27A	SFMBT2	ENSG00000207808	ENSG00000198879	chr19	chr10
MIR19A	SFMBT2	ENSG00000284204	ENSG00000198879	chr13	chr10
MIR16	ATP5C1	ENSG00000198987	NA	chr3	NA
MIR16	ATP5C1	ENSG00000208006	NA	chr13	NA
NA	ATP5C1	NA	NA	NA	NA
MIR30B	ATP5C1	ENSG00000207582	NA	chr8	NA
NA	USP6NL	NA	ENSG00000148429	NA	chr10
MIR92B	USP6NL	ENSG00000284586	ENSG00000148429	chr1	chr10
MIR320A	UPF2	ENSG00000208037	ENSG00000151461	chr8	chr10
NA	UPF2	NA	ENSG00000151461	NA	chr10
MIR130A	UPF2	ENSG00000208009	ENSG00000151461	chr11	chr10
MIR17	UPF2	ENSG00000284536	ENSG00000151461	chr13	chr10
MIRLET7A	NUDT5	NA	ENSG00000165609	NA	chr10
MIR34A	NUDT5	ENSG00000284357	ENSG00000165609	chr1	chr10
MIR877	CDC123	ENSG00000216101	ENSG00000151465	chr6	chr10
MIR1227	CDC123	ENSG00000221411	ENSG00000151465	chr19	chr10
NA	SEPHS1	NA	ENSG00000086475	NA	chr10
MIR615	SEPHS1	ENSG00000207571	ENSG00000086475	chr12	chr10
MIR194	FAM107B	ENSG00000207624	ENSG00000065809	chr1	chr10
MIR194	FAM107B	ENSG00000229719	ENSG00000065809	chr11	chr10
MIR194	FAM107B	ENSG00000284155	ENSG00000065809	chr11	chr10
NA	FAM107B	NA	ENSG00000065809	NA	chr10
MIR100	HSPA14	ENSG00000207994	ENSG00000187522	chr11	chr10
MIR19A	HSPA14	ENSG00000284204	ENSG00000187522	chr13	chr10
NA	HSPA14	NA	ENSG00000187522	NA	chr10
MIR23A	FAM171A1	ENSG00000207980	ENSG00000148468	chr19	chr10
NA	FAM171A1	NA	ENSG00000148468	NA	chr10
MIR30A	FAM171A1	ENSG00000207827	ENSG00000148468	chr6	chr10
MIR30A	ITGA8	ENSG00000207827	ENSG00000077943	chr6	chr10
MIR19A	FAM171A1	ENSG00000284204	ENSG00000148468	chr13	chr10
MIR19A	ITGA8	ENSG00000284204	ENSG00000077943	chr13	chr10
MIR320A	FAM188A	ENSG00000208037	NA	chr8	NA
NA	FAM188A	NA	NA	NA	NA
NA	VIM	NA	ENSG00000229124	NA	chr10
NA	VIM	NA	ENSG00000026025	NA	chr10
MIR1307	VIM	ENSG00000283867	ENSG00000229124	chr10	chr10
MIR1307	VIM	ENSG00000283867	ENSG00000026025	chr10	chr10
MIR122	VIM	ENSG00000284440	ENSG00000229124	chr18	chr10
MIR122	VIM	ENSG00000284440	ENSG00000026025	chr18	chr10
MIR181B	RP11-124N14.3	NA	NA	NA	NA
MIR181B	VIM	NA	ENSG00000229124	NA	chr10
MIR181B	VIM	NA	ENSG00000026025	NA	chr10
NA	RP11-124N14.3	NA	NA	NA	NA
MIR1301	VIM	ENSG00000221445	ENSG00000229124	chr2	chr10
MIR1301	VIM	ENSG00000221445	ENSG00000026025	chr2	chr10
MIR17	VIM	ENSG00000284536	ENSG00000229124	chr13	chr10
MIR17	VIM	ENSG00000284536	ENSG00000026025	chr13	chr10
MIR320A	VIM	ENSG00000208037	ENSG00000229124	chr8	chr10
MIR320A	VIM	ENSG00000208037	ENSG00000026025	chr8	chr10
MIR500A	RP11-499P20.2	ENSG00000207785	NA	chrX	NA
NA	RP11-499P20.2	NA	NA	NA	NA
NA	ARL5B	NA	ENSG00000165997	NA	chr10
MIR26A	ARL5B	NA	ENSG00000165997	NA	chr10
MIR122	ARL5B	ENSG00000284440	ENSG00000165997	chr18	chr10
MIR26A	MLLT10	NA	ENSG00000078403	NA	chr10
NA	MLLT10	NA	ENSG00000078403	NA	chr10
MIR17	MLLT10	ENSG00000284536	ENSG00000078403	chr13	chr10
MIR106B	BMI1	ENSG00000208036	ENSG00000168283	chr7	chr10
MIR106B	COMMD3-BMI1	ENSG00000208036	NA	chr7	NA
NA	BMI1	NA	ENSG00000168283	NA	chr10
NA	COMMD3-BMI1	NA	NA	NA	NA
MIR27A	BMI1	ENSG00000207808	ENSG00000168283	chr19	chr10
NA	PIP4K2A	NA	ENSG00000150867	NA	chr10
MIR3158	PIP4K2A	ENSG00000283558	ENSG00000150867	chr10	chr10
MIR3158	PIP4K2A	ENSG00000263436	ENSG00000150867	chr10	chr10
MIR26A	OTUD1	NA	ENSG00000165312	NA	chr10
MIR320A	OTUD1	ENSG00000208037	ENSG00000165312	chr8	chr10
NA	OTUD1	NA	ENSG00000165312	NA	chr10
MIR320C	OTUD1	NA	ENSG00000165312	NA	chr10
NA	KIAA1217	NA	ENSG00000120549	NA	chr10
MIR130A	KIAA1217	ENSG00000208009	ENSG00000120549	chr11	chr10
MIR320A	PDSS1	ENSG00000208037	ENSG00000148459	chr8	chr10
NA	PDSS1	NA	ENSG00000148459	NA	chr10
MIR27B	ABI1	ENSG00000207864	ENSG00000136754	chr9	chr10
NA	ABI1	NA	ENSG00000136754	NA	chr10
MIR331	YME1L1	ENSG00000199172	ENSG00000136758	chr12	chr10
NA	YME1L1	NA	ENSG00000136758	NA	chr10
NA	MASTL	NA	ENSG00000120539	NA	chr10
MIR27A	MASTL	ENSG00000207808	ENSG00000120539	chr19	chr10
MIR26A	ACBD5	NA	ENSG00000107897	NA	chr10
NA	ACBD5	NA	ENSG00000107897	NA	chr10
MIR10A	RAB18	ENSG00000284038	ENSG00000099246	chr17	chr10
MIR30C	RAB18	NA	ENSG00000099246	NA	chr10
MIR30B	RAB18	ENSG00000207582	ENSG00000099246	chr8	chr10
MIR324	RAB18	ENSG00000199053	ENSG00000099246	chr17	chr10
NA	RAB18	NA	ENSG00000099246	NA	chr10
MIR26A	RAB18	NA	ENSG00000099246	NA	chr10
MIR92A	WAC	NA	ENSG00000254635	NA	chr10
MIR92A	WAC	NA	ENSG00000095787	NA	chr10
NA	WAC	NA	ENSG00000254635	NA	chr10
NA	WAC	NA	ENSG00000095787	NA	chr10
MIR18A	WAC	ENSG00000283815	ENSG00000254635	chr13	chr10
MIR18A	WAC	ENSG00000283815	ENSG00000095787	chr13	chr10
MIR18B	WAC	ENSG00000283931	ENSG00000254635	chrX	chr10
MIR18B	WAC	ENSG00000283931	ENSG00000095787	chrX	chr10
MIR374B	WAC	ENSG00000212027	ENSG00000254635	chrX	chr10
MIR374B	WAC	ENSG00000212027	ENSG00000095787	chrX	chr10
MIR16	WAC	ENSG00000198987	ENSG00000254635	chr3	chr10
MIR16	WAC	ENSG00000198987	ENSG00000095787	chr3	chr10
MIR16	WAC	ENSG00000208006	ENSG00000254635	chr13	chr10
MIR16	WAC	ENSG00000208006	ENSG00000095787	chr13	chr10
MIR17	WAC	ENSG00000284536	ENSG00000254635	chr13	chr10
MIR17	WAC	ENSG00000284536	ENSG00000095787	chr13	chr10
MIR93	WAC	ENSG00000207757	ENSG00000254635	chr7	chr10
MIR93	WAC	ENSG00000207757	ENSG00000095787	chr7	chr10
MIR20A	WAC	ENSG00000283762	ENSG00000254635	chr13	chr10
MIR20A	WAC	ENSG00000283762	ENSG00000095787	chr13	chr10
MIR484	WAC	ENSG00000283736	ENSG00000254635	chr16	chr10
MIR484	WAC	ENSG00000283736	ENSG00000095787	chr16	chr10
MIR15B	WAC	ENSG00000207779	ENSG00000254635	chr3	chr10
MIR15B	WAC	ENSG00000207779	ENSG00000095787	chr3	chr10
MIR106B	WAC	ENSG00000208036	ENSG00000254635	chr7	chr10
MIR106B	WAC	ENSG00000208036	ENSG00000095787	chr7	chr10
MIR1269A	WAC	ENSG00000221563	ENSG00000254635	chr4	chr10
MIR1269A	WAC	ENSG00000221563	ENSG00000095787	chr4	chr10
MIR29A	WAC	ENSG00000284032	ENSG00000254635	chr7	chr10
MIR29A	WAC	ENSG00000284032	ENSG00000095787	chr7	chr10
MIR484	BAMBI	ENSG00000283736	ENSG00000095739	chr16	chr10
MIR1180	BAMBI	ENSG00000221540	ENSG00000095739	chr17	chr10
MIR760	BAMBI	ENSG00000211575	ENSG00000095739	chr1	chr10
MIR16	BAMBI	ENSG00000198987	ENSG00000095739	chr3	chr10
MIR16	BAMBI	ENSG00000208006	ENSG00000095739	chr13	chr10
MIR15B	BAMBI	ENSG00000207779	ENSG00000095739	chr3	chr10
NA	BAMBI	NA	ENSG00000095739	NA	chr10
MIR17	BAMBI	ENSG00000284536	ENSG00000095739	chr13	chr10
MIR320A	BAMBI	ENSG00000208037	ENSG00000095739	chr8	chr10
MIR106B	BAMBI	ENSG00000208036	ENSG00000095739	chr7	chr10
MIR93	BAMBI	ENSG00000207757	ENSG00000095739	chr7	chr10
MIR151A	BAMBI	ENSG00000254324	ENSG00000095739	chr8	chr10
MIR26A	BAMBI	NA	ENSG00000095739	NA	chr10
MIR23A	PTCHD3P1	ENSG00000207980	ENSG00000274985	chr19	chr10
NA	PTCHD3P1	NA	ENSG00000274985	NA	chr10
MIRLET7E	PTCHD3P1	ENSG00000198972	ENSG00000274985	chr19	chr10
MIR21	MTPAP	ENSG00000284190	ENSG00000107951	chr17	chr10
NA	MTPAP	NA	ENSG00000107951	NA	chr10
MIR30C	MTPAP	NA	ENSG00000107951	NA	chr10
NA	MAP3K8	NA	ENSG00000107968	NA	chr10
MIR19A	MAP3K8	ENSG00000284204	ENSG00000107968	chr13	chr10
MIR17	MAP3K8	ENSG00000284536	ENSG00000107968	chr13	chr10
MIR17	ZNF438	ENSG00000284536	ENSG00000183621	chr13	chr10
MIR93	ZNF438	ENSG00000207757	ENSG00000183621	chr7	chr10
MIR21	ZEB1	ENSG00000284190	ENSG00000237036	chr17	chr10
MIR21	ZEB1	ENSG00000284190	ENSG00000148516	chr17	chr10
NA	ZEB1	NA	ENSG00000237036	NA	chr10
NA	ZEB1	NA	ENSG00000148516	NA	chr10
MIR200C	ZEB1	ENSG00000207713	ENSG00000237036	chr12	chr10
MIR200C	ZEB1	ENSG00000207713	ENSG00000148516	chr12	chr10
MIR125A	ARHGAP12	ENSG00000208008	ENSG00000165322	chr19	chr10
NA	ARHGAP12	NA	ENSG00000165322	NA	chr10
MIR17	ARHGAP12	ENSG00000284536	ENSG00000165322	chr13	chr10
NA	KIF5B	NA	ENSG00000170759	NA	chr10
MIR15B	KIF5B	ENSG00000207779	ENSG00000170759	chr3	chr10
MIR16	KIF5B	ENSG00000198987	ENSG00000170759	chr3	chr10
MIR16	KIF5B	ENSG00000208006	ENSG00000170759	chr13	chr10
MIR92A	KIF5B	NA	ENSG00000170759	NA	chr10
MIR32	KIF5B	ENSG00000207698	ENSG00000170759	chr9	chr10
MIR574	KIF5B	ENSG00000207944	ENSG00000170759	chr4	chr10
MIR122	ITGB1	ENSG00000284440	ENSG00000150093	chr18	chr10
MIR122	ITGB1	ENSG00000284440	ENSG00000229656	chr18	chr10
MIR186	ITGB1	ENSG00000207721	ENSG00000150093	chr1	chr10
MIR186	ITGB1	ENSG00000207721	ENSG00000229656	chr1	chr10
NA	ITGB1	NA	ENSG00000150093	NA	chr10
NA	ITGB1	NA	ENSG00000229656	NA	chr10
MIR151A	ITGB1	ENSG00000254324	ENSG00000150093	chr8	chr10
MIR151A	ITGB1	ENSG00000254324	ENSG00000229656	chr8	chr10
MIR425	CUL2	ENSG00000199032	ENSG00000108094	chr3	chr10
MIR425	RNU6-193P	ENSG00000199032	NA	chr3	NA
MIR16	CUL2	ENSG00000198987	ENSG00000108094	chr3	chr10
MIR16	CUL2	ENSG00000208006	ENSG00000108094	chr13	chr10
MIR16	RNU6-193P	ENSG00000198987	NA	chr3	NA
MIR16	RNU6-193P	ENSG00000208006	NA	chr13	NA
MIR99A	CUL2	ENSG00000207638	ENSG00000108094	chr21	chr10
MIR100	CUL2	ENSG00000207994	ENSG00000108094	chr11	chr10
MIR93	CUL2	ENSG00000207757	ENSG00000108094	chr7	chr10
MIR4326	CUL2	ENSG00000266104	ENSG00000108094	chr20	chr10
NA	ZNF33A	NA	ENSG00000189180	NA	chr10
MIR885	ZNF33A	ENSG00000216135	ENSG00000189180	chr3	chr10
NA	RP11-313J2.1	NA	NA	NA	NA
MIR374A	RP11-313J2.1	ENSG00000199168	NA	chrX	NA
MIR23A	RP11-313J2.1	ENSG00000207980	NA	chr19	NA
MIR320A	HNRNPF	ENSG00000208037	ENSG00000169813	chr8	chr10
NA	HNRNPF	NA	ENSG00000169813	NA	chr10
MIR328	HNRNPF	ENSG00000207948	ENSG00000169813	chr16	chr10
MIR615	HNRNPF	ENSG00000207571	ENSG00000169813	chr12	chr10
MIR18A	HNRNPF	ENSG00000283815	ENSG00000169813	chr13	chr10
MIR16	HNRNPF	ENSG00000198987	ENSG00000169813	chr3	chr10
MIR16	HNRNPF	ENSG00000208006	ENSG00000169813	chr13	chr10
MIR27B	HNRNPF	ENSG00000207864	ENSG00000169813	chr9	chr10
MIR10A	HNRNPF	ENSG00000284038	ENSG00000169813	chr17	chr10
MIR10B	HNRNPF	ENSG00000207744	ENSG00000169813	chr2	chr10
MIR92A	HNRNPF	NA	ENSG00000169813	NA	chr10
MIR874	HNRNPF	ENSG00000216009	ENSG00000169813	chr5	chr10
MIR27A	HNRNPF	ENSG00000207808	ENSG00000169813	chr19	chr10
MIR378A	ZNF485	ENSG00000199047	ENSG00000198298	chr5	chr10
MIR20A	TIMM23	ENSG00000283762	ENSG00000265354	chr13	chr10
NA	TIMM23	NA	ENSG00000265354	NA	chr10
MIR125B	TIMM23	NA	ENSG00000265354	NA	chr10
NA	CSTF2T	NA	ENSG00000177613	NA	chr10
MIR483	CSTF2T	ENSG00000207805	ENSG00000177613	chr11	chr10
MIR26A	PRKG1	NA	ENSG00000185532	NA	chr10
MIR26A	PRKG1	NA	ENSG00000236671	NA	chr10
MIR574	PRKG1	ENSG00000207944	ENSG00000185532	chr4	chr10
MIR574	PRKG1	ENSG00000207944	ENSG00000236671	chr4	chr10
MIR17	IPMK	ENSG00000284536	ENSG00000151151	chr13	chr10
NA	IPMK	NA	ENSG00000151151	NA	chr10
MIR425	IPMK	ENSG00000199032	ENSG00000151151	chr3	chr10
MIR92A	CISD1	NA	ENSG00000122873	NA	chr10
MIR92B	CISD1	ENSG00000284586	ENSG00000122873	chr1	chr10
MIR21	CISD1	ENSG00000284190	ENSG00000122873	chr17	chr10
MIR188	UBE2D1	ENSG00000207768	ENSG00000072401	chrX	chr10
NA	UBE2D1	NA	ENSG00000072401	NA	chr10
MIR34A	TFAM	ENSG00000284357	ENSG00000108064	chr1	chr10
NA	TFAM	NA	ENSG00000108064	NA	chr10
MIR15A	TFAM	ENSG00000283785	ENSG00000108064	chr13	chr10
MIR26A	TFAM	NA	ENSG00000108064	NA	chr10
MIR92A	TFAM	NA	ENSG00000108064	NA	chr10
MIR331	CCDC6	ENSG00000199172	ENSG00000108091	chr12	chr10
NA	CCDC6	NA	ENSG00000108091	NA	chr10
NA	CDK1	NA	ENSG00000170312	NA	chr10
MIR92A	CDK1	NA	ENSG00000170312	NA	chr10
NA	ARID5B	NA	ENSG00000150347	NA	chr10
MIR33A	ARID5B	ENSG00000207932	ENSG00000150347	chr22	chr10
MIR194	ARID5B	ENSG00000207624	ENSG00000150347	chr1	chr10
MIR194	ARID5B	ENSG00000229719	ENSG00000150347	chr11	chr10
MIR194	ARID5B	ENSG00000284155	ENSG00000150347	chr11	chr10
MIR19A	ARID5B	ENSG00000284204	ENSG00000150347	chr13	chr10
MIR20A	ARID5B	ENSG00000283762	ENSG00000150347	chr13	chr10
MIR26A	ARID5B	NA	ENSG00000150347	NA	chr10
MIR122	ARID5B	ENSG00000284440	ENSG00000150347	chr18	chr10
MIR10A	RTKN2	ENSG00000284038	ENSG00000182010	chr17	chr10
MIR10B	RTKN2	ENSG00000207744	ENSG00000182010	chr2	chr10
NA	ADO	NA	ENSG00000181915	NA	chr10
MIR99A	ADO	ENSG00000207638	ENSG00000181915	chr21	chr10
MIR17	JMJD1C	ENSG00000284536	ENSG00000171988	chr13	chr10
MIR17	JMJD1C	ENSG00000284536	ENSG00000272767	chr13	chr10
NA	JMJD1C	NA	ENSG00000171988	NA	chr10
NA	JMJD1C	NA	ENSG00000272767	NA	chr10
MIRLET7E	JMJD1C	ENSG00000198972	ENSG00000171988	chr19	chr10
MIRLET7E	JMJD1C	ENSG00000198972	ENSG00000272767	chr19	chr10
MIR1296	JMJD1C	ENSG00000221063	ENSG00000171988	chr10	chr10
MIR1296	JMJD1C	ENSG00000221063	ENSG00000272767	chr10	chr10
MIR1296	MIR1296	ENSG00000221063	ENSG00000221063	chr10	chr10
NA	MIR1296	NA	ENSG00000221063	NA	chr10
MIR16	REEP3	ENSG00000198987	ENSG00000165476	chr3	chr10
MIR16	REEP3	ENSG00000208006	ENSG00000165476	chr13	chr10
NA	REEP3	NA	ENSG00000165476	NA	chr10
MIR21	REEP3	ENSG00000284190	ENSG00000165476	chr17	chr10
MIR19A	REEP3	ENSG00000284204	ENSG00000165476	chr13	chr10
MIR17	REEP3	ENSG00000284536	ENSG00000165476	chr13	chr10
MIRLET7C	SIRT1	ENSG00000199030	ENSG00000096717	chr21	chr10
NA	SIRT1	NA	ENSG00000096717	NA	chr10
MIR107	SIRT1	ENSG00000198997	ENSG00000096717	chr10	chr10
MIR103A	HERC4	NA	ENSG00000148634	NA	chr10
NA	HERC4	NA	ENSG00000148634	NA	chr10
MIR769	HNRNPH3	ENSG00000211580	ENSG00000096746	chr19	chr10
MIR769	PBLD	ENSG00000211580	ENSG00000108187	chr19	chr10
MIR365A	HNRNPH3	ENSG00000199130	ENSG00000096746	chr16	chr10
MIR365A	PBLD	ENSG00000199130	ENSG00000108187	chr16	chr10
NA	HNRNPH3	NA	ENSG00000096746	NA	chr10
MIR15B	HNRNPH3	ENSG00000207779	ENSG00000096746	chr3	chr10
NA	RUFY2	NA	ENSG00000204130	NA	chr10
MIR17	RUFY2	ENSG00000284536	ENSG00000204130	chr13	chr10
MIR20A	RUFY2	ENSG00000283762	ENSG00000204130	chr13	chr10
MIR425	RUFY2	ENSG00000199032	ENSG00000204130	chr3	chr10
MIR196A	RUFY2	NA	ENSG00000204130	NA	chr10
MIR27B	DNA2	ENSG00000207864	ENSG00000138346	chr9	chr10
NA	DNA2	NA	ENSG00000138346	NA	chr10
NA	TET1	NA	ENSG00000138336	NA	chr10
MIR877	TET1	ENSG00000216101	ENSG00000138336	chr6	chr10
MIR20A	TET1	ENSG00000283762	ENSG00000138336	chr13	chr10
MIR93	TET1	ENSG00000207757	ENSG00000138336	chr7	chr10
MIR17	CCAR1	ENSG00000284536	ENSG00000060339	chr13	chr10
NA	CCAR1	NA	ENSG00000060339	NA	chr10
MIR122	CCAR1	ENSG00000284440	ENSG00000060339	chr18	chr10
MIR182	DDX50	ENSG00000207990	ENSG00000107625	chr7	chr10
NA	DDX50	NA	ENSG00000107625	NA	chr10
MIR186	DDX21	ENSG00000207721	ENSG00000165732	chr1	chr10
NA	DDX21	NA	ENSG00000165732	NA	chr10
MIR218	DDX21	ENSG00000207732	ENSG00000165732	chr4	chr10
MIR218	DDX21	ENSG00000207739	ENSG00000165732	chr5	chr10
MIR423	DDX21	ENSG00000283935	ENSG00000165732	chr17	chr10
MIR10A	HK1	ENSG00000284038	ENSG00000156515	chr17	chr10
MIR10B	HK1	ENSG00000207744	ENSG00000156515	chr2	chr10
MIR615	HK1	ENSG00000207571	ENSG00000156515	chr12	chr10
MIR1296	HK1	ENSG00000221063	ENSG00000156515	chr10	chr10
MIR140	AIFM2	ENSG00000208017	ENSG00000042286	chr16	chr10
NA	AIFM2	NA	ENSG00000042286	NA	chr10
MIR760	EIF4EBP2	ENSG00000211575	ENSG00000148730	chr1	chr10
NA	EIF4EBP2	NA	ENSG00000148730	NA	chr10
MIR93	EIF4EBP2	ENSG00000207757	ENSG00000148730	chr7	chr10
MIRLET7B	PALD1	ENSG00000284520	ENSG00000107719	chr22	chr10
NA	PALD1	NA	ENSG00000107719	NA	chr10
MIRLET7A	PALD1	NA	ENSG00000107719	NA	chr10
NA	SGPL1	NA	ENSG00000166224	NA	chr10
MIR196A	SGPL1	NA	ENSG00000166224	NA	chr10
MIR1226	SGPL1	ENSG00000221585	ENSG00000166224	chr3	chr10
MIR10B	PCBD1	ENSG00000207744	ENSG00000166228	chr2	chr10
NA	PCBD1	NA	ENSG00000166228	NA	chr10
MIR331	PCBD1	ENSG00000199172	ENSG00000166228	chr12	chr10
NA	PSAP	NA	ENSG00000197746	NA	chr10
MIR17	PSAP	ENSG00000284536	ENSG00000197746	chr13	chr10
MIR23A	PSAP	ENSG00000207980	ENSG00000197746	chr19	chr10
MIR23B	PSAP	ENSG00000207563	ENSG00000197746	chr9	chr10
MIR339	PSAP	ENSG00000199023	ENSG00000197746	chr7	chr10
MIR30C	PSAP	NA	ENSG00000197746	NA	chr10
MIR615	RP11-442H21.2	ENSG00000207571	NA	chr12	NA
NA	RP11-442H21.2	NA	NA	NA	NA
MIR92A	DNAJB12	NA	ENSG00000148719	NA	chr10
NA	DNAJB12	NA	ENSG00000148719	NA	chr10
NA	MCU	NA	ENSG00000156026	NA	chr10
MIR23A	MCU	ENSG00000207980	ENSG00000156026	chr19	chr10
MIR30C	DNAJC9-AS1	NA	NA	NA	NA
MIR197	DNAJC9-AS1	ENSG00000284443	NA	chr1	NA
MIR186	DNAJC9-AS1	ENSG00000207721	NA	chr1	NA
MIR935	DNAJC9-AS1	ENSG00000284583	NA	chr19	NA
MIR744	DNAJC9-AS1	ENSG00000266297	NA	chr17	NA
MIR196A	ANXA7	NA	ENSG00000138279	NA	chr10
NA	ANXA7	NA	ENSG00000138279	NA	chr10
MIR877	SEC24C	ENSG00000216101	ENSG00000176986	chr6	chr10
NA	SEC24C	NA	ENSG00000176986	NA	chr10
MIR181B	SEC24C	NA	ENSG00000176986	NA	chr10
MIR222	SEC24C	ENSG00000207725	ENSG00000176986	chrX	chr10
MIR615	SEC24C	ENSG00000207571	ENSG00000176986	chr12	chr10
MIR103A	SEC24C	NA	ENSG00000176986	NA	chr10
MIR106B	VCL	ENSG00000208036	ENSG00000035403	chr7	chr10
